PAT,    1,   1,          ,  ,        ,0,        ,                                        
TPS,1346    ,BL1346,0591    ,1
TPS,7015    ,BL7015,0591    ,1
PAT,    1,   2,          ,  ,        ,0,        ,                                        
TPS,1346    ,BL1346,0591    ,1
TPS,6317    ,BL6317,0591    ,1
PAT,    1,   3,          ,  ,        ,0,        ,                                        
TPS,5009    ,BL5009,0591    ,1
TPS,8601    ,BL8601,0591    ,1
PAT,    1,  12,          ,  ,        ,0,        ,                                        
TPS,5009    ,BL5009,0591    ,1
TPS,4490    ,BL4490,0591    ,1
PAT,    1,  13,          ,  ,        ,0,        ,                                        
TPS,2301    ,BL2301,0591    ,1
TPS,1571    ,BL1571,0591    ,1
PAT,    1,  15,          ,  ,        ,0,        ,                                        
TPS,1346    ,BL1346,0591    ,1
TPS,1402    ,BL1402,0591    ,1
PAT,    1,  17,          ,  ,        ,0,        ,                                        
TPS,1346    ,BL1346,0591    ,1
TPS,6304    ,BL6304,0591    ,1
PAT,    1,  30,1         ,10,        ,1,01      ,Complete Route                          
TPS,2301    ,BL2301,0007    ,1
TPS,2369    ,      ,0007    ,0
TPS,22220   ,      ,0007    ,0
TPS,2182    ,      ,0007    ,0
TPS,2225    ,      ,0007    ,0
TPS,2561    ,      ,0007    ,0
TPS,2038    ,      ,0007    ,0
TPS,2020    ,      ,0007    ,0
TPS,2068    ,      ,0007    ,0
TPS,2086    ,      ,0007    ,0
TPS,2094    ,      ,0007    ,0
TPS,2480    ,BL2480,0007    ,0
TPS,2475    ,BL2475,0007    ,0
TPS,2493    ,      ,0007    ,0
TPS,2342    ,      ,0007    ,0
TPS,2438    ,      ,0007    ,0
TPS,2578    ,      ,0007    ,0
TPS,2359    ,      ,0007    ,0
TPS,2425    ,      ,0007    ,0
TPS,2153    ,      ,0007    ,0
TPS,2567    ,      ,0007    ,0
TPS,2021    ,      ,0007    ,0
TPS,2544    ,BL2544,0007    ,0
TPS,2495    ,      ,0007    ,0
TPS,2262    ,BL2262,0007    ,0
TPS,2267    ,BL2267,0007    ,1
TPS,2375    ,      ,0007    ,0
TPS,2547    ,BL2547,0007    ,0
TPS,2276    ,      ,0007    ,0
TPS,1356    ,      ,0007    ,0
TPS,1385    ,BL1385,0007    ,0
TPS,1051    ,      ,0007    ,0
TPS,11319   ,      ,0007    ,0
TPS,11325   ,      ,0007    ,0
TPS,11318   ,      ,0007    ,0
TPS,1999    ,BL1999,0007    ,0
TPS,-11398  ,      ,0007    ,0
TPS,1064    ,      ,0007    ,0
TPS,1462    ,      ,0007    ,0
TPS,1243    ,BL1243,0007    ,0
TPS,1620    ,BL1620,0007    ,1
TPS,1673    ,      ,0007    ,0
TPS,1622    ,      ,0007    ,0
TPS,1619    ,BL1619,0007    ,0
TPS,1959    ,      ,0007    ,0
TPS,1818    ,      ,0007    ,0
TPS,1812    ,BL1812,0007    ,0
TPS,1840    ,      ,0007    ,0
TPS,1918    ,      ,0007    ,0
TPS,1960    ,BL1960,0007    ,0
TPS,1688    ,      ,0007    ,0
TPS,1646    ,      ,0007    ,0
TPS,1746    ,BL1746,0007    ,1
TPS,1971    ,BL1971,0007    ,0
TPS,5255    ,      ,0007    ,0
TPS,5037    ,      ,0007    ,0
TPS,5159    ,      ,0007    ,0
TPS,5590    ,      ,0007    ,0
TPS,5340    ,      ,0007    ,0
TPS,5087    ,      ,0007    ,0
TPS,5157    ,      ,0007    ,0
TPS,5185    ,BL5185,0007    ,0
TPS,5346    ,      ,0007    ,0
TPS,5423    ,      ,0007    ,0
TPS,5128    ,      ,0007    ,0
TPS,5376    ,      ,0007    ,0
TPS,5252    ,      ,0007    ,0
TPS,5494    ,      ,0007    ,0
TPS,5101    ,BL5101,0007    ,1
TPS,5059    ,      ,0007    ,0
TPS,5379    ,      ,0007    ,0
TPS,5372    ,      ,0007    ,0
TPS,5289    ,      ,0007    ,0
TPS,5369    ,      ,0007    ,0
TPS,5067    ,      ,0007    ,0
TPS,5580    ,      ,0007    ,0
TPS,5301    ,BL5301,0007    ,1
TPS,5241    ,BL5241,0007    ,0
TPS,5171    ,      ,0007    ,0
TPS,5583    ,      ,0007    ,0
TPS,5070    ,      ,0007    ,0
TPS,5545    ,BL5545,0007    ,0
TPS,5449    ,      ,0007    ,0
TPS,5009    ,BL5009,0007    ,1
PAT,    1,  31,1         ,10,        ,1,01      ,Complete Route                          
TPS,5009    ,BL5009,0003    ,1
TPS,5054    ,      ,0003    ,0
TPS,5186    ,BL5186,0003    ,0
TPS,5486    ,      ,0003    ,0
TPS,5566    ,      ,0003    ,0
TPS,5578    ,      ,0003    ,0
TPS,5405    ,      ,0003    ,0
TPS,5302    ,BL5302,0003    ,1
TPS,5176    ,      ,0003    ,0
TPS,5434    ,      ,0003    ,0
TPS,5435    ,      ,0003    ,0
TPS,5366    ,      ,0003    ,0
TPS,5568    ,      ,0003    ,0
TPS,5426    ,      ,0003    ,0
TPS,5110    ,BL5110,0003    ,1
TPS,5021    ,      ,0003    ,0
TPS,5544    ,      ,0003    ,0
TPS,5495    ,      ,0003    ,0
TPS,5262    ,      ,0003    ,0
TPS,5708    ,      ,0003    ,0
TPS,5591    ,      ,0003    ,0
TPS,5169    ,BL5169,0003    ,0
TPS,5440    ,      ,0003    ,0
TPS,5520    ,      ,0003    ,0
TPS,5168    ,      ,0003    ,0
TPS,5443    ,      ,0003    ,0
TPS,5065    ,      ,0003    ,0
TPS,5593    ,      ,0003    ,0
TPS,5447    ,BL5447,0003    ,0
TPS,1917    ,      ,0003    ,0
TPS,1242    ,BL1242,0003    ,1
TPS,1127    ,      ,0003    ,0
TPS,1077    ,BL1077,0003    ,0
TPS,1392    ,      ,0003    ,0
TPS,1141    ,BL1141,0003    ,0
TPS,1575    ,BL1575,0003    ,0
TPS,1390    ,      ,0003    ,0
TPS,1466    ,      ,0003    ,0
TPS,1391    ,      ,0003    ,0
TPS,1083    ,BL1083,0003    ,0
TPS,1035    ,BL1035,0003    ,0
TPS,1271    ,      ,0003    ,0
TPS,1322    ,BL1322,0003    ,0
TPS,1346    ,BL1346,0003    ,1
TPS,1128    ,BL1128,0003    ,0
TPS,1570    ,BL1570,0003    ,0
TPS,1123    ,BL1123,0003    ,0
TPS,11372   ,      ,0003    ,0
TPS,11387   ,      ,0003    ,0
TPS,11373   ,      ,0003    ,0
TPS,1546    ,BL1546,0003    ,0
TPS,1188    ,BL1188,0003    ,0
TPS,1173    ,      ,0003    ,0
TPS,2028    ,      ,0003    ,0
TPS,2151    ,BL2151,0003    ,0
TPS,2367    ,      ,0003    ,0
TPS,2591    ,BL2591,0003    ,1
TPS,2293    ,      ,0003    ,0
TPS,2346    ,      ,0003    ,0
TPS,2529    ,      ,0003    ,0
TPS,2233    ,      ,0003    ,0
TPS,2484    ,      ,0003    ,0
TPS,2348    ,      ,0003    ,0
TPS,2594    ,      ,0003    ,0
TPS,2237    ,      ,0003    ,0
TPS,2566    ,      ,0003    ,0
TPS,2486    ,      ,0003    ,0
TPS,2323    ,      ,0003    ,0
TPS,2154    ,      ,0003    ,0
TPS,2490    ,      ,0003    ,0
TPS,2177    ,BL2177,0003    ,0
TPS,2070    ,      ,0003    ,0
TPS,2545    ,      ,0003    ,0
TPS,2420    ,BL2420,0003    ,0
TPS,2030    ,      ,0003    ,0
TPS,2562    ,      ,0003    ,0
TPS,2140    ,      ,0003    ,0
TPS,2584    ,      ,0003    ,0
TPS,2054    ,      ,0003    ,0
TPS,2186    ,      ,0003    ,0
TPS,2192    ,      ,0003    ,0
TPS,2291    ,      ,0003    ,0
TPS,2372    ,      ,0003    ,0
TPS,2301    ,BL2301,0003    ,1
PAT,    1,  32,1         ,10,        ,1,04      ,Nights no stop 1959                     
TPS,2301    ,BL2301,0007    ,1
TPS,2369    ,      ,0007    ,0
TPS,22220   ,      ,0007    ,0
TPS,2182    ,      ,0007    ,0
TPS,2225    ,      ,0007    ,0
TPS,2561    ,      ,0007    ,0
TPS,2038    ,      ,0007    ,0
TPS,2020    ,      ,0007    ,0
TPS,2068    ,      ,0007    ,0
TPS,2086    ,      ,0007    ,0
TPS,2094    ,      ,0007    ,0
TPS,2480    ,BL2480,0007    ,0
TPS,2475    ,BL2475,0007    ,0
TPS,2493    ,      ,0007    ,0
TPS,2342    ,      ,0007    ,0
TPS,2438    ,      ,0007    ,0
TPS,2578    ,      ,0007    ,0
TPS,2359    ,      ,0007    ,0
TPS,2425    ,      ,0007    ,0
TPS,2153    ,      ,0007    ,0
TPS,2567    ,      ,0007    ,0
TPS,2021    ,      ,0007    ,0
TPS,2544    ,BL2544,0007    ,0
TPS,2495    ,      ,0007    ,0
TPS,2262    ,BL2262,0007    ,0
TPS,2267    ,BL2267,0007    ,1
TPS,2375    ,      ,0007    ,0
TPS,2547    ,BL2547,0007    ,0
TPS,2276    ,      ,0007    ,0
TPS,1356    ,      ,0007    ,0
TPS,1385    ,BL1385,0007    ,0
TPS,1051    ,      ,0007    ,0
TPS,11319   ,      ,0007    ,0
TPS,11325   ,      ,0007    ,0
TPS,11318   ,      ,0007    ,0
TPS,1999    ,BL1999,0007    ,0
TPS,-11398  ,      ,0007    ,0
TPS,1064    ,      ,0007    ,0
TPS,1462    ,      ,0007    ,0
TPS,1243    ,BL1243,0007    ,0
TPS,1620    ,BL1620,0007    ,1
TPS,1673    ,      ,0007    ,0
TPS,1622    ,      ,0007    ,0
TPS,1619    ,BL1619,0007    ,0
TPS,1818    ,      ,0007    ,0
TPS,1812    ,BL1812,0007    ,0
TPS,1840    ,      ,0007    ,0
TPS,1918    ,      ,0007    ,0
TPS,1960    ,BL1960,0007    ,0
TPS,1688    ,      ,0007    ,0
TPS,1646    ,      ,0007    ,0
TPS,1746    ,BL1746,0007    ,1
TPS,1971    ,BL1971,0007    ,0
